transaction_id,customer_id,payment_date,amount,payment_method,payment_status
14623,10890,2023-01-30,1038,UPI,Paid
14624,3332,2023-08-14,998,UPI,Paid
14625,7230,2023-01-09,1462,Card,Paid
14626,1991,2023-01-02,1017,UPI,Paid
14627,566,2024-12-21,2404,UPI,Paid
14628,8410,2024-09-20,469,Wallet,Paid
14629,3575,2025-02-02,1507,Wallet,Paid
14630,8798,2023-07-29,879,Net Banking,Paid
14631,13891,2025-02-12,2266,Wallet,Paid
14632,4984,2024-08-09,1783,Card,Paid
14633,13760,2025-04-27,2171,Net Banking,Paid
14634,14199,2023-03-05,2394,UPI,Paid
14635,200,2023-07-31,430,Net Banking,Paid
14636,10644,2025-05-24,1354,Wallet,Paid
14637,8480,2023-05-08,429,Net Banking,Paid
14638,10129,2024-09-09,1699,Net Banking,Paid
14639,11248,2024-08-19,442,Net Banking,Paid
14640,6182,2024-12-30,529,Net Banking,Paid
14641,382,2023-05-16,2213,Wallet,Paid
14642,9319,2024-05-05,1952,Card,Paid
14643,2264,2024-02-27,2453,Net Banking,Paid
14644,5433,2024-03-14,933,Wallet,Late
14645,12441,2023-12-22,530,Wallet,Late
14646,4338,2025-04-04,2449,Wallet,Paid
14647,310,2025-02-18,632,Wallet,Failed
14648,9384,2023-02-19,544,Net Banking,Late
14649,331,2023-04-03,1038,UPI,Paid
14650,218,2025-06-18,1890,UPI,Paid
14651,12413,2023-05-08,893,Wallet,Paid
14652,12169,2023-05-20,660,Net Banking,Paid
14653,6020,2024-02-27,1483,Card,Paid
14654,10904,2023-05-27,2343,Net Banking,Paid
14655,4364,2024-04-10,1598,Net Banking,Paid
14656,1255,2024-10-01,892,Wallet,Paid
14657,13097,2023-07-06,1086,Wallet,Paid
14658,480,2024-09-25,1754,Card,Paid
14659,7529,2023-07-09,527,UPI,Paid
14660,2161,2023-04-09,1765,Net Banking,Paid
14661,13164,2023-07-06,1133,Card,Paid
14662,10631,2024-03-06,355,Net Banking,Late
14663,6064,2023-11-30,1543,Wallet,Paid
14664,791,2025-05-18,1912,Wallet,Paid
14665,12880,2025-01-07,725,UPI,Paid
14666,11140,2025-04-14,734,Card,Paid
14667,3442,2025-06-02,1016,Net Banking,Late
14668,7484,2024-03-06,1755,UPI,Paid
14669,11842,2024-10-14,1239,Wallet,Paid
14670,10741,2025-05-14,2300,Card,Late
14671,4321,2024-05-18,1633,UPI,Failed
14672,813,2024-10-10,467,Wallet,Paid
14673,7150,2023-06-23,738,Wallet,Paid
14674,11320,2023-04-25,427,Wallet,Paid
14675,9710,2023-06-16,1222,Net Banking,Paid
14676,10112,2024-11-24,581,Wallet,Paid
14677,12943,2023-03-24,1874,Card,Late
14678,7086,2023-11-13,953,Card,Paid
14679,13459,2024-12-23,1618,UPI,Paid
14680,4155,2024-12-23,1588,Wallet,Paid
14681,3420,2025-03-19,1497,Net Banking,Paid
14682,9499,2024-12-14,762,Card,Paid
14683,9688,2024-01-28,2110,Net Banking,Paid
14684,10679,2023-06-24,572,Card,Paid
14685,1253,2025-04-05,392,Net Banking,Paid
14686,442,2025-06-11,1339,Card,Paid
14687,9267,2023-12-12,1416,Wallet,Paid
14688,9117,2025-05-27,774,Card,Paid
14689,9016,2024-02-14,1613,Card,Paid
14690,7135,2024-01-02,1918,UPI,Late
14691,10218,2024-07-28,2011,UPI,Late
14692,6847,2023-02-07,636,UPI,Failed
14693,355,2023-05-10,2255,UPI,Paid
14694,51,2024-10-05,1602,Net Banking,Paid
14695,2902,2024-05-04,2223,Card,Paid
14696,256,2024-09-22,743,UPI,Paid
14697,4333,2023-07-09,1403,Card,Failed
14698,3813,2023-07-01,2279,UPI,Paid
14699,9684,2025-03-10,1238,Card,Paid
14700,14545,2023-09-19,874,UPI,Paid
14701,14423,2024-07-12,373,Net Banking,Paid
14702,596,2024-06-17,2068,Card,Paid
14703,1846,2024-08-21,1300,Wallet,Paid
14704,3620,2024-02-11,1540,Wallet,Paid
14705,915,2023-01-07,566,UPI,Paid
14706,6596,2024-06-12,2263,Card,Paid
14707,9212,2023-02-27,2237,UPI,Paid
14708,13079,2024-11-29,1547,Net Banking,Paid
14709,13899,2023-02-01,2114,Wallet,Paid
14710,2109,2025-06-06,2227,Wallet,Paid
14711,1,2024-02-27,1648,Net Banking,Paid
14712,6787,2025-05-30,339,Card,Paid
14713,3760,2023-07-05,1354,UPI,Paid
14714,10323,2024-11-15,1456,Wallet,Paid
14715,4679,2023-04-02,2145,Net Banking,Paid
14716,496,2024-10-31,720,Card,Paid
14717,10750,2024-03-28,1661,Card,Paid
14718,7855,2024-09-01,758,Wallet,Paid
14719,11621,2025-05-21,1125,UPI,Late
14720,6417,2024-06-28,839,Net Banking,Paid
14721,1536,2024-02-23,1198,UPI,Paid
14722,3308,2023-05-27,1742,Card,Failed
14723,8458,2024-12-03,2159,Card,Paid
14724,1982,2023-07-07,2433,Card,Paid
14725,8484,2024-11-02,2142,Net Banking,Late
14726,10150,2024-05-09,1975,Card,Paid
14727,7977,2024-02-12,1291,Wallet,Paid
14728,4907,2023-04-05,1605,Card,Paid
14729,3271,2025-02-19,393,UPI,Paid
14730,8393,2025-02-03,1438,Card,Paid
14731,446,2023-05-27,1517,Net Banking,Paid
14732,7901,2024-04-25,517,Card,Paid
14733,13974,2023-08-05,1250,Net Banking,Paid
14734,165,2023-01-02,763,Wallet,Late
14735,11385,2023-02-01,2071,Wallet,Paid
14736,14622,2024-09-23,457,Wallet,Paid
14737,13089,2023-08-24,540,UPI,Paid
14738,4207,2023-02-07,1442,Net Banking,Paid
14739,3441,2025-03-24,2094,UPI,Paid
14740,2582,2024-01-19,1414,UPI,Paid
14741,14506,2023-11-25,676,Card,Paid
14742,4240,2023-12-21,539,Net Banking,Paid
14743,6584,2024-05-23,1378,Wallet,Paid
14744,7235,2023-02-20,468,Wallet,Paid
14745,1454,2023-02-14,1744,Net Banking,Paid
14746,8168,2023-06-24,301,Wallet,Late
14747,1297,2023-02-09,319,Card,Paid
14748,3832,2023-10-26,2289,UPI,Failed
14749,4572,2025-03-01,848,Wallet,Paid
14750,8977,2024-05-18,1248,Net Banking,Paid
14751,8417,2023-09-26,1595,Card,Paid
14752,11123,2023-08-19,1328,UPI,Paid
14753,5740,2025-02-23,1992,Wallet,Paid
14754,7006,2025-02-15,689,UPI,Paid
14755,9431,2025-04-21,1495,Card,Paid
14756,8934,2024-04-14,672,Card,Paid
14757,13190,2023-05-05,834,Card,Paid
14758,13233,2023-02-20,1771,Net Banking,Paid
14759,13585,2025-03-09,1362,UPI,Paid
14760,6720,2024-01-31,581,Wallet,Paid
14761,8781,2025-01-31,1239,UPI,Paid
14762,13418,2023-05-27,1147,UPI,Paid
14763,12051,2025-05-19,726,Net Banking,Paid
14764,12223,2024-06-09,1742,Card,Late
14765,14098,2025-04-11,2388,Card,Paid
14766,3489,2025-03-29,874,Card,Paid
14767,11010,2024-02-26,2251,Card,Paid
14768,8767,2024-06-29,2290,Wallet,Paid
14769,11372,2023-10-26,2381,Card,Paid
14770,3673,2023-11-27,2264,Wallet,Paid
14771,2839,2025-02-02,1768,Net Banking,Failed
14772,5323,2023-05-20,474,UPI,Late
14773,12677,2024-04-14,1277,Net Banking,Paid
14774,6633,2023-12-24,1965,Net Banking,Paid
14775,7168,2023-11-15,1024,Card,Paid
14776,11152,2025-04-08,2020,Wallet,Paid
14777,8900,2023-09-10,384,Wallet,Paid
14778,14749,2024-08-18,739,Net Banking,Late
14779,905,2023-10-19,1466,Card,Late
14780,1150,2024-04-28,1859,Card,Paid
14781,3986,2025-04-07,1338,Wallet,Paid
14782,4882,2025-03-23,1940,Card,Failed
14783,3129,2025-04-20,1713,UPI,Late
14784,13222,2023-02-07,2175,Wallet,Paid
14785,7195,2023-12-19,862,Card,Paid
14786,12486,2025-01-06,2335,UPI,Paid
14787,5732,2024-11-10,511,UPI,Paid
14788,1755,2025-05-31,1784,Card,Paid
14789,14539,2024-03-20,2147,Net Banking,Paid
14790,14138,2025-03-09,1923,Wallet,Paid
14791,12838,2023-06-02,309,Wallet,Paid
14792,521,2024-01-12,1184,Net Banking,Paid
14793,14157,2024-06-10,2353,Net Banking,Paid
14794,6930,2024-01-16,410,UPI,Paid
14795,13295,2024-01-03,1454,Net Banking,Paid
14796,12754,2024-08-04,1026,Net Banking,Paid
14797,2625,2024-06-05,1987,Net Banking,Paid
14798,10205,2024-04-19,1068,Card,Paid
14799,3064,2024-10-23,1359,Net Banking,Paid
14800,8023,2025-03-26,2375,Card,Paid
14801,8485,2023-12-18,482,Card,Paid
14802,14112,2023-02-14,2347,Net Banking,Paid
14803,7222,2023-01-04,1994,Card,Paid
14804,7579,2024-09-11,1473,Net Banking,Paid
14805,14226,2025-01-15,922,Wallet,Late
14806,14128,2025-04-01,1904,Card,Late
14807,5231,2023-12-23,893,UPI,Paid
14808,4304,2023-01-19,1915,Card,Paid
14809,12411,2024-06-26,1005,UPI,Paid
14810,9766,2023-08-06,568,Card,Paid
14811,7477,2023-12-25,2185,Net Banking,Paid
14812,1467,2024-05-16,1663,Card,Paid
14813,14911,2023-09-13,2489,Wallet,Paid
14814,2480,2023-12-22,1858,Card,Paid
14815,1025,2024-06-07,1985,Card,Paid
14816,12203,2023-08-11,1918,UPI,Paid
14817,12033,2025-06-12,1337,Net Banking,Paid
14818,14177,2024-12-18,1931,Wallet,Paid
14819,8330,2024-06-16,773,Wallet,Paid
14820,3078,2023-08-19,1194,UPI,Paid
14821,9705,2025-01-14,1095,Card,Paid
14822,9069,2025-04-23,1750,UPI,Paid
14823,3224,2024-09-14,300,Wallet,Paid
14824,1990,2025-03-31,2286,Card,Late
14825,11017,2023-02-18,2223,Wallet,Failed
14826,5281,2023-12-25,549,Wallet,Paid
14827,2575,2023-08-25,2186,UPI,Paid
14828,3556,2025-03-11,823,Card,Paid
14829,5512,2023-11-28,1308,Wallet,Paid
14830,8562,2024-07-29,1599,Net Banking,Paid
14831,8026,2025-04-27,738,Net Banking,Paid
14832,7111,2024-03-23,2016,Card,Paid
14833,5642,2024-12-25,1832,Net Banking,Paid
14834,1682,2024-01-12,2162,UPI,Paid
14835,7194,2024-11-15,1692,Card,Paid
14836,13993,2024-11-21,1966,UPI,Paid
14837,10987,2024-06-18,1636,Net Banking,Paid
14838,3272,2025-06-08,2445,UPI,Paid
14839,14169,2023-03-21,1554,Card,Paid
14840,13778,2024-10-18,1207,Card,Late
14841,13551,2024-02-18,605,Card,Paid
14842,11909,2024-11-24,1577,Net Banking,Paid
14843,9732,2024-04-12,1854,Net Banking,Paid
14844,2923,2024-12-05,866,Card,Paid
14845,4104,2024-10-14,574,Wallet,Late
14846,3074,2024-11-07,1153,Net Banking,Paid
14847,6019,2023-03-06,1978,Net Banking,Paid
14848,2846,2023-05-22,1033,Card,Paid
14849,9351,2024-06-09,659,Wallet,Paid
14850,1522,2024-10-11,2138,Wallet,Paid
14851,13976,2025-02-01,970,Wallet,Late
14852,11382,2023-02-07,900,Net Banking,Paid
14853,13063,2024-12-11,1730,Wallet,Paid
14854,11364,2023-04-01,983,UPI,Paid
14855,9473,2023-11-15,1681,Net Banking,Paid
14856,5918,2024-09-22,635,Card,Paid
14857,11504,2024-01-02,2285,Card,Paid
14858,2624,2023-09-15,1811,Net Banking,Paid
14859,1506,2023-03-09,1764,UPI,Paid
14860,1594,2023-12-26,2126,UPI,Paid
14861,14406,2025-02-23,1099,Net Banking,Paid
14862,4545,2025-06-10,586,Wallet,Paid
14863,11866,2024-12-11,1475,UPI,Paid
14864,7455,2024-03-13,1738,Wallet,Paid
14865,2750,2023-07-17,1984,UPI,Late
14866,10408,2024-12-03,1276,Card,Paid
14867,14952,2023-03-13,1988,Net Banking,Paid
14868,578,2023-09-23,594,Wallet,Late
14869,1931,2024-08-23,2124,Card,Paid
14870,621,2024-10-05,2026,UPI,Paid
14871,8244,2024-04-08,643,Net Banking,Paid
14872,7101,2023-03-03,747,Wallet,Paid
14873,14654,2023-09-21,1816,UPI,Paid
14874,13161,2025-05-30,2279,Wallet,Paid
14875,7421,2025-03-28,454,Card,Paid
14876,6950,2023-12-23,1176,UPI,Paid
14877,4733,2024-12-28,1246,UPI,Paid
14878,53,2024-11-26,1934,Card,Paid
14879,12496,2023-12-04,490,Wallet,Paid
14880,219,2023-07-09,1103,Card,Paid
14881,5177,2023-03-09,2488,UPI,Paid
14882,6052,2023-01-23,1130,UPI,Paid
14883,9687,2024-08-21,1069,UPI,Paid
14884,11128,2023-11-07,1862,Card,Paid
14885,5046,2024-01-04,1965,Net Banking,Paid
14886,11041,2023-09-25,470,Card,Paid
14887,6742,2023-05-09,2350,Net Banking,Late
14888,5584,2024-05-23,554,Net Banking,Paid
14889,3076,2024-10-07,663,Net Banking,Paid
14890,2734,2023-01-24,633,Card,Paid
14891,14958,2024-03-20,1927,Net Banking,Paid
14892,11259,2024-04-07,796,Wallet,Paid
14893,7887,2024-05-07,1532,Wallet,Paid
14894,10641,2025-02-19,924,UPI,Paid
14895,8479,2024-01-31,2363,Card,Paid
14896,13607,2024-04-20,381,Net Banking,Paid
14897,1503,2024-12-18,2417,UPI,Failed
14898,8931,2023-06-15,1459,UPI,Paid
14899,10902,2024-12-21,2345,Net Banking,Paid
14900,8534,2024-09-15,1553,UPI,Paid
14901,11328,2023-03-16,312,Wallet,Paid
14902,13891,2023-08-16,467,Net Banking,Late
14903,7058,2024-05-26,1554,Wallet,Paid
14904,14517,2023-10-11,1202,Card,Paid
14905,8124,2024-09-20,986,Net Banking,Failed
14906,10202,2024-07-08,1686,Wallet,Paid
14907,8435,2024-08-23,2225,Wallet,Paid
14908,3674,2023-07-23,1244,Card,Paid
14909,2852,2023-12-23,1303,Net Banking,Failed
14910,5973,2025-05-30,634,Wallet,Paid
14911,9904,2024-08-18,2188,Wallet,Paid
14912,3960,2025-05-09,772,UPI,Paid
14913,2673,2023-02-26,1413,Card,Paid
14914,10823,2023-12-02,2431,Net Banking,Paid
14915,5327,2025-06-06,1186,Wallet,Paid
14916,4989,2025-04-20,329,Card,Paid
14917,4847,2025-05-09,1298,Net Banking,Failed
14918,10882,2025-04-14,763,UPI,Paid
14919,3986,2024-07-10,1982,UPI,Failed
14920,184,2024-09-05,950,Wallet,Paid
14921,3210,2024-01-01,723,UPI,Paid
14922,5748,2024-02-29,967,Net Banking,Late
14923,6190,2024-06-30,755,Card,Failed
14924,13378,2023-12-25,2392,Card,Late
14925,3082,2025-03-22,2417,UPI,Paid
14926,6138,2024-08-14,2392,UPI,Failed
14927,9915,2025-02-11,1064,Net Banking,Paid
14928,4940,2025-05-23,1486,UPI,Paid
14929,10095,2025-03-04,2467,Wallet,Paid
14930,2153,2024-08-07,1170,Wallet,Paid
14931,4629,2024-05-23,1561,Wallet,Late
14932,10033,2023-07-11,1916,UPI,Failed
14933,3164,2023-10-29,2179,UPI,Paid
14934,9987,2024-04-22,1047,Net Banking,Paid
14935,4005,2023-03-06,567,Wallet,Paid
14936,1450,2024-07-27,674,Card,Paid
14937,6556,2024-11-29,2396,Card,Paid
14938,9925,2025-03-26,1575,Card,Paid
14939,9856,2025-05-26,628,Net Banking,Paid
14940,8773,2023-09-06,2371,UPI,Paid
14941,13129,2024-04-02,488,UPI,Late
14942,9854,2024-10-05,2019,Card,Paid
14943,1509,2024-05-25,2303,Net Banking,Paid
14944,1270,2023-03-02,1360,UPI,Paid
14945,631,2024-07-13,660,Net Banking,Failed
14946,2813,2023-05-05,477,Wallet,Paid
14947,7071,2024-12-04,1377,UPI,Paid
14948,9471,2024-03-27,454,Card,Late
14949,3447,2023-09-17,1143,UPI,Paid
14950,6350,2023-03-14,635,Net Banking,Paid
14951,14953,2024-11-04,2181,Wallet,Paid
14952,27,2025-03-09,1789,UPI,Paid
14953,10133,2023-04-07,2287,UPI,Paid
14954,3671,2024-06-08,961,Wallet,Paid
14955,1638,2024-04-03,1087,UPI,Paid
14956,14660,2024-07-02,586,Net Banking,Paid
14957,14980,2023-12-21,1014,Card,Paid
14958,5231,2024-02-28,2012,Card,Paid
14959,12741,2023-11-02,2286,Wallet,Failed
14960,8717,2023-11-01,906,Card,Paid
14961,7149,2025-03-25,1381,Card,Paid
14962,14579,2024-11-28,1264,Card,Paid
14963,7749,2023-04-29,1915,Net Banking,Failed
14964,14751,2024-02-18,754,UPI,Paid
14965,11758,2025-01-12,334,Wallet,Paid
14966,7228,2024-12-17,509,Net Banking,Paid
14967,12175,2024-12-09,1479,Card,Paid
14968,12690,2024-09-09,1556,Card,Paid
14969,1128,2023-03-11,776,Card,Late
14970,3313,2023-04-22,2375,Net Banking,Paid
14971,14748,2025-02-12,552,Wallet,Failed
14972,4095,2024-11-15,352,Card,Paid
14973,7944,2023-05-11,2364,Net Banking,Paid
14974,2332,2024-04-21,2251,Card,Paid
14975,14782,2023-07-04,1027,Wallet,Paid
14976,4037,2024-12-25,1807,UPI,Paid
14977,11282,2024-07-10,867,Wallet,Paid
14978,12039,2023-03-13,811,Wallet,Paid
14979,1746,2023-10-11,1785,UPI,Paid
14980,14739,2024-11-19,2273,Card,Paid
14981,10192,2024-03-20,2068,UPI,Late
14982,6398,2023-07-23,1850,Card,Paid
14983,655,2024-11-12,1100,Wallet,Paid
14984,3000,2023-04-22,1847,Net Banking,Paid
14985,13227,2024-07-03,1806,UPI,Paid
14986,6119,2025-02-19,2287,Net Banking,Paid
14987,9849,2025-03-09,1196,Wallet,Paid
14988,6746,2023-07-11,341,Net Banking,Late
14989,7445,2024-11-03,1964,UPI,Paid
14990,576,2025-05-08,1979,Net Banking,Paid
14991,865,2024-10-19,1607,Wallet,Paid
14992,4261,2024-12-19,1444,Wallet,Paid
14993,14735,2025-04-15,559,UPI,Paid
14994,2589,2023-09-13,2256,Net Banking,Paid
14995,9683,2024-07-14,1883,Wallet,Paid
14996,7839,2025-05-26,1088,Net Banking,Paid
14997,5159,2023-02-15,1789,Net Banking,Paid
14998,14975,2024-11-22,2486,Net Banking,Paid
14999,7098,2025-01-30,974,Wallet,Paid
15000,7335,2023-04-24,523,Net Banking,Paid
15001,9203,2025-01-20,1570,Net Banking,Paid
15002,1807,2023-02-25,997,Card,Paid
15003,8185,2025-03-21,1319,Net Banking,Paid
15004,5944,2023-10-25,1512,Wallet,Paid
15005,9728,2023-11-27,1100,Net Banking,Paid
15006,10014,2023-01-19,2284,UPI,Paid
15007,10521,2024-06-10,761,Net Banking,Paid
15008,14012,2024-02-21,773,Net Banking,Paid
15009,9775,2024-03-20,1185,UPI,Paid
15010,11601,2024-11-11,727,Card,Paid
15011,1720,2024-08-30,1512,UPI,Paid
15012,9181,2023-12-07,1509,Card,Late
15013,7577,2024-05-18,2320,UPI,Paid
15014,11694,2024-11-25,1298,Wallet,Paid
15015,13187,2023-09-14,2384,Wallet,Paid
15016,662,2024-01-12,1280,Wallet,Paid
15017,1908,2024-12-18,1008,Wallet,Paid
15018,420,2025-04-28,1537,Net Banking,Paid
15019,13686,2025-02-03,1517,Wallet,Paid
15020,3333,2025-05-07,1691,Card,Paid
15021,11560,2024-08-04,877,Card,Paid
15022,14791,2024-05-10,1241,Net Banking,Paid
15023,5915,2024-01-26,1254,Card,Paid
15024,6991,2024-11-23,2465,UPI,Paid
15025,492,2023-05-06,1904,UPI,Paid
15026,7996,2024-11-27,2064,Wallet,Failed
15027,14271,2024-06-11,891,Wallet,Paid
15028,10830,2025-04-28,2399,Card,Paid
15029,13772,2024-01-05,1136,Card,Paid
15030,1103,2024-09-01,2356,Net Banking,Late
15031,2479,2023-09-06,2200,Net Banking,Paid
15032,14312,2025-01-19,1036,Net Banking,Late
15033,11738,2023-06-18,636,Wallet,Paid
15034,3507,2023-05-03,2495,Card,Paid
15035,11436,2023-10-20,1657,Net Banking,Paid
15036,8171,2023-03-04,300,Wallet,Late
15037,14107,2023-09-23,750,UPI,Late
15038,4405,2024-05-17,693,Net Banking,Paid
15039,3845,2023-01-27,1591,Net Banking,Failed
15040,8214,2024-06-18,1620,Net Banking,Paid
15041,3623,2023-05-10,908,Card,Paid
15042,8853,2024-01-28,1263,Card,Late
15043,2677,2024-02-25,1528,Net Banking,Paid
15044,13746,2024-01-09,832,UPI,Paid
15045,7080,2024-01-04,1561,Card,Paid
15046,10927,2023-11-20,1692,UPI,Paid
15047,7576,2025-03-09,444,Wallet,Late
15048,7224,2024-04-24,2271,UPI,Failed
15049,10309,2024-04-13,2144,Wallet,Late
15050,7567,2024-12-25,487,Wallet,Paid
15051,5410,2025-04-03,381,Wallet,Paid
15052,13469,2025-02-21,2037,Wallet,Paid
15053,5221,2023-07-29,388,UPI,Paid
15054,163,2023-06-03,516,Wallet,Late
15055,14590,2025-02-06,882,Net Banking,Paid
15056,1305,2023-11-01,568,Card,Late
15057,12727,2023-04-18,883,Wallet,Paid
15058,12356,2025-03-02,896,Wallet,Paid
15059,5658,2024-05-13,450,Wallet,Paid
15060,3324,2023-12-07,541,UPI,Late
15061,9318,2024-10-15,1036,UPI,Paid
15062,10927,2023-04-24,2444,Wallet,Paid
15063,14332,2024-07-31,2094,Net Banking,Paid
15064,12420,2024-07-17,1447,UPI,Paid
15065,1535,2024-12-25,2447,Card,Paid
15066,5630,2024-04-23,2273,Card,Paid
15067,2422,2023-01-03,905,Wallet,Paid
15068,7972,2024-12-24,978,Card,Paid
15069,1922,2023-01-22,1481,Wallet,Paid
15070,13561,2025-05-28,1365,Net Banking,Paid
15071,13743,2025-02-17,750,Wallet,Paid
15072,9744,2025-05-02,791,Net Banking,Paid
15073,12110,2024-03-22,1548,UPI,Paid
15074,9128,2024-09-30,1723,Wallet,Paid
15075,1684,2023-01-17,1354,UPI,Paid
15076,7798,2023-09-21,384,UPI,Paid
15077,3859,2023-06-11,616,Net Banking,Paid
15078,14389,2023-11-17,1956,Card,Paid
15079,6548,2023-05-22,2158,Card,Paid
15080,13916,2024-09-26,2067,UPI,Paid
15081,12141,2025-06-18,2253,UPI,Paid
15082,14199,2024-07-11,1160,Card,Paid
15083,8837,2024-05-29,494,Wallet,Paid
15084,3382,2023-02-10,628,UPI,Paid
15085,4274,2024-12-28,2291,Wallet,Paid
15086,10798,2023-06-22,982,UPI,Failed
15087,1829,2025-03-31,299,UPI,Paid
15088,10169,2024-04-02,1629,Net Banking,Late
15089,14200,2023-01-26,1174,Wallet,Paid
15090,7695,2024-07-08,2088,Net Banking,Paid
15091,8083,2024-11-12,1515,Wallet,Paid
15092,474,2023-10-23,517,Card,Paid
15093,884,2025-01-24,2385,Card,Paid
15094,14183,2023-11-26,2281,Net Banking,Failed
15095,3383,2024-08-06,1452,Card,Paid
15096,11832,2025-06-08,2463,UPI,Paid
15097,14705,2025-01-01,665,UPI,Paid
15098,9280,2025-03-25,2065,Card,Paid
15099,7582,2024-09-04,485,UPI,Paid
15100,11852,2024-06-18,2040,Card,Paid
15101,3539,2024-09-26,701,Wallet,Paid
15102,2479,2023-01-21,2268,UPI,Paid
15103,5897,2024-11-29,1794,Net Banking,Paid
15104,11940,2023-10-27,1869,UPI,Paid
15105,10102,2023-04-07,2225,Net Banking,Paid
15106,7301,2024-07-16,2110,Card,Paid
15107,4320,2025-02-01,1690,Card,Paid
15108,7806,2023-04-03,2210,Card,Paid
15109,8387,2023-02-24,1993,Net Banking,Paid
15110,7449,2023-03-04,1780,Card,Paid
15111,13922,2023-07-27,2423,Net Banking,Paid
15112,4541,2024-01-29,2361,UPI,Paid
15113,5103,2024-03-04,1693,Net Banking,Late
15114,10965,2025-04-29,1734,Wallet,Failed
15115,14444,2025-06-08,933,Wallet,Paid
15116,8879,2023-12-11,2254,Net Banking,Paid
15117,8689,2024-10-21,1972,Wallet,Paid
15118,10349,2025-02-25,1740,UPI,Paid
15119,2570,2023-01-04,1372,Card,Paid
15120,8866,2023-05-13,434,Net Banking,Paid
15121,4221,2024-09-05,1728,UPI,Paid
15122,9181,2024-10-05,1120,Wallet,Paid
15123,3925,2023-04-29,1624,UPI,Paid
15124,4393,2025-05-17,1274,UPI,Failed
15125,4109,2025-06-10,507,UPI,Paid
15126,2300,2024-03-23,605,Net Banking,Paid
15127,1120,2024-06-01,1768,Wallet,Paid
15128,7578,2023-05-19,2381,Net Banking,Paid
15129,1017,2023-06-30,1504,Net Banking,Late
15130,3986,2023-11-18,381,Wallet,Paid
15131,2855,2024-11-15,2287,Net Banking,Paid
15132,2233,2024-06-04,1878,Card,Paid
15133,11866,2023-01-09,833,Wallet,Paid
15134,11416,2024-04-01,1716,UPI,Paid
15135,13302,2025-03-05,2237,Wallet,Paid
15136,2735,2023-02-10,530,Net Banking,Late
15137,2871,2025-05-30,2431,Wallet,Paid
15138,3472,2024-05-07,1104,Card,Paid
15139,5733,2024-10-25,830,Card,Failed
15140,10653,2023-11-25,1762,Card,Paid
15141,11276,2024-12-28,1187,Net Banking,Failed
15142,12677,2025-05-20,2350,UPI,Late
15143,11959,2024-06-21,374,Card,Paid
15144,12274,2023-06-22,1656,Card,Paid
15145,108,2024-08-10,995,Net Banking,Paid
15146,11338,2024-07-13,1106,UPI,Late
15147,435,2025-05-23,1546,Wallet,Paid
15148,9164,2023-07-12,831,Net Banking,Paid
15149,12264,2024-03-04,1541,Net Banking,Paid
15150,2972,2025-02-02,1802,Wallet,Paid
15151,385,2023-06-02,627,Wallet,Paid
15152,3758,2023-10-06,1503,Card,Paid
15153,298,2023-02-09,1394,Net Banking,Paid
15154,3418,2023-12-04,631,UPI,Paid
15155,8418,2025-04-19,1911,Net Banking,Paid
15156,7765,2023-05-30,971,UPI,Paid
15157,3513,2024-08-16,1711,Net Banking,Paid
15158,9521,2024-08-24,1897,UPI,Paid
15159,14674,2023-06-24,818,Wallet,Paid
15160,12893,2023-04-03,1427,Net Banking,Paid
15161,9162,2024-09-09,2323,Wallet,Paid
15162,14621,2025-05-03,888,Wallet,Late
15163,11702,2025-04-04,782,UPI,Paid
15164,1187,2025-02-21,1478,UPI,Paid
15165,9129,2024-10-05,2257,UPI,Paid
15166,3315,2025-03-10,1844,Card,Paid
15167,14612,2023-05-19,2474,Card,Paid
15168,13577,2024-01-26,797,Wallet,Paid
15169,11723,2024-05-17,402,Net Banking,Paid
15170,3531,2024-06-01,2239,Net Banking,Paid
15171,1767,2024-10-10,1893,Wallet,Paid
15172,4588,2024-02-04,2023,UPI,Paid
15173,56,2023-05-27,2261,Wallet,Paid
15174,9542,2023-11-22,2486,Wallet,Paid
15175,3934,2023-09-12,1645,Net Banking,Paid
15176,4612,2024-02-28,1768,UPI,Paid
15177,12293,2023-09-06,1547,Wallet,Paid
15178,7686,2023-12-26,2094,UPI,Late
15179,6068,2023-08-19,1090,Net Banking,Paid
15180,3745,2023-06-30,1550,Net Banking,Paid
15181,12486,2024-09-02,1013,UPI,Late
15182,7667,2023-07-03,1250,Net Banking,Paid
15183,464,2025-04-17,986,Net Banking,Paid
15184,13827,2024-02-19,2069,Card,Failed
15185,13808,2024-02-24,1044,Net Banking,Paid
15186,8375,2024-03-20,2432,Card,Paid
15187,6136,2025-01-13,445,Net Banking,Paid
15188,2000,2023-07-16,1980,Net Banking,Paid
15189,14477,2023-05-20,1796,Card,Paid
15190,13343,2023-04-17,2405,Wallet,Paid
15191,6732,2023-03-12,1824,Card,Paid
15192,14743,2024-04-13,837,UPI,Paid
15193,11450,2024-12-22,2411,Net Banking,Paid
15194,4360,2025-05-25,716,Wallet,Late
15195,3138,2023-09-13,1842,Net Banking,Paid
15196,775,2023-05-02,443,Net Banking,Paid
15197,4147,2024-10-15,2251,Wallet,Paid
15198,4886,2024-10-05,515,Net Banking,Paid
15199,14532,2024-11-10,1566,Wallet,Paid
15200,6957,2023-12-11,2454,UPI,Paid
15201,2173,2024-03-14,1593,Net Banking,Paid
15202,10662,2024-01-14,1139,Net Banking,Paid
15203,7926,2023-10-16,465,Net Banking,Paid
