usage_id,customer_id,month,data_usage_gb,call_minutes,sms_count
4626,11815,2024-05-15,158.99,1365,493
4627,2402,2024-10-11,134.48,1526,110
4628,12794,2024-02-03,26.04,55,387
4629,8995,2024-11-01,220.72,1316,330
4630,9292,2024-01-29,99.15,529,240
4631,3048,2024-02-08,258.41,2824,458
4632,8176,2024-10-26,11.64,1231,191
4633,9005,2024-07-04,195.24,2222,201
4634,7393,2024-08-29,99.86,357,453
4635,6646,2024-03-23,444.75,3745,220
4636,2326,2024-05-26,390.76,1603,198
4637,1763,2024-05-09,198.08,3571,110
4638,2103,2024-10-22,444.49,1809,416
4639,7332,2024-01-12,349.42,632,472
4640,5176,2024-01-15,357.31,1561,208
4641,7709,2024-09-13,11.36,477,232
4642,5078,2024-12-01,96.54,3786,23
4643,5600,2024-12-22,168.51,1308,119
4644,6966,2024-12-15,271.21,3841,309
4645,11172,2024-06-10,32.37,55,386
4646,13215,2024-06-16,185.68,1207,301
4647,2643,2024-02-29,407.91,263,268
4648,9647,2024-05-27,296.17,1751,186
4649,6227,2024-12-25,474.1,313,487
4650,10576,2024-01-06,172.6,2931,300
4651,7672,2024-06-14,388.99,1455,1
4652,12409,2024-12-27,219.41,2445,108
4653,922,2024-05-04,273.2,2165,106
4654,14163,2024-11-29,452.74,3539,325
4655,14105,2024-07-10,305.27,983,323
4656,3454,2024-10-13,124.21,3053,266
4657,477,2024-12-01,93.27,328,187
4658,14494,2024-10-27,4.71,3763,387
4659,1421,2024-12-10,170.86,1130,470
4660,4638,2024-01-31,414.17,707,349
4661,10270,2024-03-23,200.41,834,169
4662,3405,2024-07-11,410.82,2801,411
4663,6054,2024-07-04,296.91,888,471
4664,459,2024-07-14,19.89,878,106
4665,6440,2024-11-11,143.25,633,179
4666,13518,2024-04-25,275.35,3729,323
4667,5002,2024-12-14,496.16,687,331
4668,4116,2024-06-30,220.31,3902,49
4669,10551,2024-10-27,238.51,848,309
4670,1773,2024-12-05,198.92,500,173
4671,9732,2024-05-17,490.11,2537,407
4672,14385,2024-02-27,175.76,3204,74
4673,6388,2024-09-04,95.29,2779,263
4674,10722,2024-02-20,211.83,2843,229
4675,12939,2024-05-15,74.52,1423,89
4676,1715,2024-05-12,44.29,3066,284
4677,11329,2024-04-04,194.13,153,94
4678,1144,2024-06-04,180.39,2390,24
4679,8341,2024-04-24,365.66,62,359
4680,9530,2024-05-17,433.56,364,442
4681,14321,2024-01-30,61.35,3730,16
4682,6078,2024-08-21,291.52,2450,205
4683,1048,2024-04-10,135.33,3686,369
4684,5043,2024-08-13,338.48,2644,172
4685,7626,2024-05-09,138.57,2568,442
4686,11358,2024-02-06,301.25,3016,142
4687,8522,2024-03-04,119.94,1089,269
4688,1493,2024-12-25,51.59,1950,290
4689,11448,2024-04-22,461.43,3647,344
4690,12193,2024-04-12,86.77,3114,214
4691,14769,2024-03-19,409.79,246,452
4692,10762,2024-06-13,185.34,2474,66
4693,10947,2024-02-12,407.84,1909,12
4694,10244,2024-12-18,486.42,1917,305
4695,2781,2024-04-27,73.04,1306,384
4696,8351,2024-12-14,150.33,112,339
4697,9242,2024-09-09,299.51,3873,2
4698,12768,2024-08-12,237.08,3530,375
4699,12275,2024-06-03,422.06,1014,23
4700,13427,2024-09-23,166.52,813,38
4701,1209,2024-04-08,389.75,2133,18
4702,5141,2024-10-13,444.04,2250,34
4703,5909,2024-09-16,354.66,2260,244
4704,5190,2024-12-13,106.4,576,93
4705,8663,2024-02-17,418.15,2992,448
4706,4402,2024-07-09,223.55,3580,486
4707,13954,2024-12-26,226.16,1991,453
4708,12228,2024-07-09,136.92,3326,31
4709,2880,2024-11-19,28.49,3693,284
4710,14010,2024-07-09,282.79,2481,146
4711,1598,2024-03-28,234.98,3729,358
4712,2820,2024-05-10,406.85,3541,339
4713,4443,2024-02-24,400.08,3459,453
4714,7735,2024-05-02,496.21,2635,112
4715,4813,2024-10-25,105.12,3223,285
4716,7800,2024-04-15,93.82,417,8
4717,8107,2024-09-05,127.95,3289,409
4718,10802,2024-01-12,183.33,1171,47
4719,11130,2024-01-25,111.92,1387,225
4720,14308,2024-08-04,117.22,3225,189
4721,7057,2024-11-15,88.61,2016,129
4722,4486,2024-08-13,56.77,935,133
4723,13745,2024-04-15,151.22,1682,40
4724,9866,2024-04-06,168.0,2163,271
4725,5126,2024-09-06,94.72,2002,223
4726,5551,2024-06-22,423.86,172,472
4727,2930,2024-07-31,455.62,3546,268
4728,1994,2024-11-08,236.55,3682,481
4729,10236,2024-05-27,358.32,1303,307
4730,12946,2024-07-17,454.08,3425,436
4731,7868,2024-03-31,76.46,2012,456
4732,7766,2024-03-22,464.74,2321,168
4733,7222,2024-05-25,456.45,3110,365
4734,1090,2024-12-12,424.86,411,346
4735,8666,2024-08-21,312.02,2645,259
4736,11514,2024-01-28,256.6,3797,424
4737,5612,2024-11-22,290.36,2709,323
4738,10188,2024-07-29,78.89,2487,497
4739,6070,2024-02-10,23.15,415,409
4740,990,2024-10-10,15.16,1204,380
4741,8012,2024-05-31,54.76,2451,213
4742,5729,2024-04-01,325.85,3583,50
4743,7608,2024-10-13,403.61,3833,158
4744,924,2024-04-27,422.39,2173,249
4745,8734,2024-05-30,24.01,390,113
4746,2474,2024-05-29,350.54,2820,166
4747,861,2024-10-30,142.57,1887,335
4748,8720,2024-10-22,366.82,3787,464
4749,6077,2024-08-14,424.18,85,494
4750,1918,2024-01-24,164.62,2727,238
4751,11284,2024-10-17,398.81,3158,166
4752,13318,2024-10-26,289.96,919,387
4753,14047,2024-11-17,302.01,1282,478
4754,6260,2024-08-16,94.45,383,250
4755,10807,2024-07-08,238.44,1794,394
4756,10556,2024-12-29,369.88,3621,142
4757,7159,2024-01-08,75.1,3338,400
4758,6397,2024-11-28,364.31,239,100
4759,4118,2024-03-29,415.74,2062,283
4760,712,2024-09-21,97.13,1027,391
4761,8955,2024-09-09,384.32,437,77
4762,8538,2024-11-02,299.21,3218,413
4763,8267,2024-10-10,55.96,1035,222
4764,10333,2024-03-13,412.35,3010,463
4765,3331,2024-01-29,272.08,2799,445
4766,3356,2024-10-07,265.25,2863,327
4767,2782,2024-03-28,446.45,3003,169
4768,14800,2024-05-03,409.95,2111,433
4769,12717,2024-03-11,13.73,3742,408
4770,5206,2024-04-18,385.69,3479,472
4771,6486,2024-10-16,469.45,3325,316
4772,13443,2024-04-09,286.59,3687,479
4773,1492,2024-10-27,109.57,3554,153
4774,11038,2024-02-13,361.94,308,193
4775,7049,2024-09-11,104.98,3647,151
4776,283,2024-05-14,292.54,3405,57
4777,2256,2024-12-21,255.87,785,337
4778,14119,2024-12-27,219.95,2891,110
4779,3164,2024-12-02,383.51,2941,285
4780,1773,2024-05-19,388.66,1664,113
4781,14829,2024-05-22,211.45,3622,127
4782,11496,2024-09-26,282.38,694,485
4783,13647,2024-05-06,20.54,446,318
4784,11498,2024-12-28,126.76,3508,102
4785,2623,2024-07-01,90.05,1796,143
4786,14499,2024-08-31,150.72,1731,26
4787,3170,2024-05-16,410.8,1319,253
4788,14254,2024-03-08,223.82,2415,5
4789,11070,2024-04-13,480.71,2237,133
4790,9250,2024-12-06,228.74,1396,260
4791,14252,2024-10-05,10.52,1374,83
4792,7294,2024-11-19,268.75,2702,293
4793,7639,2024-03-03,372.93,555,187
4794,4783,2024-11-30,76.5,511,190
4795,11679,2024-07-23,353.56,434,32
4796,6558,2024-01-28,423.73,132,85
4797,13537,2024-01-10,117.83,3468,333
4798,5723,2024-11-17,462.05,2409,275
4799,11776,2024-11-11,464.52,3322,312
4800,10735,2024-11-26,452.86,2286,368
4801,5031,2024-03-07,308.35,1383,22
4802,501,2024-07-18,165.0,3297,468
4803,4939,2024-11-10,67.14,3658,382
4804,6883,2024-05-06,138.54,1887,222
4805,2162,2024-12-22,116.33,3271,445
4806,11633,2024-12-10,59.43,333,377
4807,9184,2024-04-28,487.82,2466,131
4808,11878,2024-03-02,452.7,3115,418
4809,11105,2024-01-13,285.9,3361,288
4810,5093,2024-05-28,31.7,2009,274
4811,14939,2024-12-21,236.01,3088,131
4812,1817,2024-08-16,7.34,3971,81
4813,6738,2024-10-19,430.61,2011,499
4814,12675,2024-02-04,320.52,696,489
4815,13438,2024-11-23,366.71,187,230
4816,9570,2024-12-06,130.74,1126,289
4817,13554,2024-12-29,322.81,89,29
4818,2586,2024-03-07,339.29,995,158
4819,4724,2024-01-10,450.45,2032,40
4820,9047,2024-05-13,233.54,3449,246
4821,8832,2024-09-08,259.55,2790,328
4822,7793,2024-09-27,36.08,2676,277
4823,7395,2024-12-16,208.96,2300,206
4824,2836,2024-08-21,457.61,916,443
4825,9429,2024-07-04,31.91,1706,494
4826,7881,2024-12-04,180.3,1174,416
4827,11372,2024-06-21,443.58,636,170
4828,4415,2024-04-13,322.34,3138,208
4829,4609,2024-01-11,1.76,3288,320
4830,10992,2024-01-07,304.59,1975,214
4831,14229,2024-08-27,460.31,63,76
4832,1736,2024-08-18,58.41,2377,330
4833,1587,2024-06-29,459.11,2449,485
4834,12041,2024-08-21,489.45,1150,174
4835,2135,2024-11-10,44.78,598,372
4836,575,2024-11-14,239.45,1867,471
4837,10424,2024-08-09,277.38,2410,145
4838,13987,2024-03-07,102.06,3201,267
4839,6369,2024-03-02,178.87,3329,420
4840,10996,2024-12-15,42.02,1417,61
4841,13418,2024-03-25,35.33,2959,244
4842,10289,2024-11-10,431.18,560,455
4843,12540,2024-01-03,384.32,3409,112
4844,2195,2024-12-06,69.69,3241,251
4845,1388,2024-03-20,444.9,2538,336
4846,11533,2024-04-07,332.86,1274,341
4847,13149,2024-06-21,203.5,2880,490
4848,8413,2024-11-13,70.69,268,85
4849,11480,2024-10-19,50.05,1764,478
4850,638,2024-06-17,296.08,661,245
4851,6257,2024-03-07,262.87,1582,484
4852,8909,2024-09-10,380.17,2056,140
4853,2788,2024-09-06,57.91,1734,276
4854,6826,2024-03-16,497.85,2491,440
4855,431,2024-12-13,6.81,3688,394
4856,220,2024-05-20,130.46,1995,442
4857,14687,2024-01-01,136.49,2602,24
4858,1910,2024-11-08,95.34,1744,336
4859,13278,2024-09-05,123.16,924,80
4860,12798,2024-01-24,330.1,1976,425
4861,1750,2024-04-17,103.22,3226,65
4862,1684,2024-09-06,243.91,3734,144
4863,6775,2024-02-16,113.54,3507,38
4864,14272,2024-09-28,158.65,2289,144
4865,2281,2024-05-13,351.79,843,96
4866,2598,2024-06-24,64.59,3108,237
4867,7895,2024-04-10,449.61,1923,409
4868,10928,2024-01-04,78.72,3162,354
4869,14100,2024-01-09,441.08,2276,79
4870,13121,2024-09-17,274.55,3360,405
4871,11564,2024-11-16,229.76,2143,427
4872,8007,2024-09-07,323.35,454,171
4873,13607,2024-04-11,449.58,677,478
4874,14923,2024-06-26,423.12,180,421
4875,9411,2024-09-18,458.68,3442,433
4876,8702,2024-08-16,380.56,1563,131
4877,11273,2024-02-10,46.9,2325,359
4878,7030,2024-06-21,378.02,1200,271
4879,9549,2024-07-16,73.18,2459,72
4880,1166,2024-02-19,29.15,236,377
4881,14874,2024-01-14,343.29,203,423
4882,687,2024-03-06,239.75,379,296
4883,124,2024-04-07,438.0,1146,35
4884,4270,2024-05-19,10.53,2889,191
4885,13637,2024-01-06,409.0,626,359
4886,7692,2024-10-29,262.66,445,457
4887,8641,2024-08-01,210.42,264,316
4888,3183,2024-04-30,438.17,3051,59
4889,4140,2024-08-29,1.3,3834,444
4890,12095,2024-07-29,82.6,1448,96
4891,11136,2024-02-28,43.76,3696,93
4892,13394,2024-04-11,60.52,143,126
4893,1173,2024-02-17,303.58,378,298
4894,11090,2024-07-26,322.85,1997,493
4895,12677,2024-12-25,124.32,3466,444
4896,658,2024-10-31,317.11,3508,292
4897,7313,2024-03-10,492.47,3279,299
4898,462,2024-02-06,301.8,2653,168
4899,8049,2024-09-27,10.76,1305,172
4900,2397,2024-11-18,117.92,333,221
4901,10520,2024-07-02,201.51,1678,168
4902,513,2024-08-17,57.3,603,343
4903,7225,2024-08-27,48.54,635,290
4904,14418,2024-09-25,465.9,496,98
4905,10720,2024-10-16,308.0,1385,207
4906,12755,2024-11-13,34.91,2613,391
4907,7427,2024-06-29,307.02,1043,220
4908,7275,2024-09-17,28.44,3399,411
4909,10064,2024-10-29,401.3,1835,165
4910,14458,2024-10-08,112.65,1965,6
4911,13237,2024-02-05,223.3,2722,390
4912,6295,2024-04-18,96.46,834,35
4913,6400,2024-07-08,360.92,3339,17
4914,7205,2024-01-29,327.27,733,99
4915,11865,2024-08-12,342.25,1527,296
4916,8114,2024-10-12,88.38,3167,326
4917,7157,2024-12-09,192.28,318,487
4918,4688,2024-12-03,260.36,3317,468
4919,13885,2024-11-24,113.4,812,270
4920,5587,2024-02-20,63.35,2155,453
4921,6693,2024-09-30,67.05,2172,277
4922,6872,2024-10-13,34.91,696,196
4923,8828,2024-01-31,193.44,3585,387
4924,1850,2024-08-09,254.89,2030,447
4925,13352,2024-02-26,299.58,3883,250
4926,13477,2024-06-21,177.61,124,389
4927,14726,2024-06-25,276.98,981,139
4928,6355,2024-02-08,264.57,3930,236
4929,3846,2024-11-30,279.11,802,413
4930,2975,2024-08-15,97.01,3519,472
4931,1765,2024-12-28,402.53,308,469
4932,11207,2024-11-01,382.67,2269,288
4933,6401,2024-01-30,16.42,3186,381
4934,3451,2024-12-18,256.9,641,229
4935,14901,2024-06-15,160.11,3628,118
4936,9348,2024-02-24,440.44,1205,139
4937,5929,2024-02-26,441.4,385,154
4938,306,2024-08-06,125.11,3381,42
4939,8378,2024-01-08,193.64,1769,264
4940,2596,2024-06-03,275.83,3542,263
4941,9966,2024-10-11,490.53,78,327
4942,10368,2024-12-26,276.69,3218,169
4943,2856,2024-03-29,377.58,1430,51
4944,3881,2024-11-03,166.16,2612,9
4945,2569,2024-04-02,173.13,2118,295
4946,10666,2024-06-04,294.41,1660,114
4947,7974,2024-09-28,399.17,1160,312
4948,12801,2024-01-08,75.43,3620,19
4949,3720,2024-02-28,332.35,3399,25
4950,4375,2024-07-06,392.89,1357,335
4951,4944,2024-02-15,328.3,629,25
4952,1246,2024-07-01,80.38,2500,331
4953,13402,2024-01-31,209.01,1298,226
4954,14301,2024-01-18,71.18,2588,216
4955,14684,2024-10-20,270.15,1063,24
4956,9781,2024-11-15,443.17,3985,475
4957,11170,2024-12-18,106.73,2592,350
4958,4937,2024-03-04,214.33,1317,142
4959,1136,2024-09-02,423.17,2681,132
4960,12840,2024-05-23,4.54,3425,101
4961,4910,2024-05-01,55.8,1586,105
4962,12918,2024-10-22,374.33,2283,164
4963,4475,2024-02-18,391.49,894,37
4964,2434,2024-02-22,291.1,1361,462
4965,12600,2024-10-30,276.29,1934,497
4966,13706,2024-11-30,355.31,286,127
4967,13310,2024-12-19,364.96,1370,224
4968,7847,2024-02-19,279.34,1356,214
4969,4286,2024-07-19,111.32,3888,488
4970,372,2024-05-05,81.82,3350,444
4971,4049,2024-02-09,383.42,1672,32
4972,7178,2024-12-01,34.0,1734,452
4973,7552,2024-07-24,103.77,1834,369
4974,7952,2024-02-26,392.36,287,215
4975,14777,2024-06-24,409.97,1801,85
4976,8157,2024-04-21,150.52,1861,235
4977,13492,2024-05-20,98.93,1266,443
4978,2316,2024-09-09,378.66,655,90
4979,1433,2024-12-10,300.03,2195,441
4980,9682,2024-08-26,4.18,1858,340
4981,347,2024-10-22,372.27,1919,136
4982,10707,2024-07-10,224.19,1168,206
4983,1360,2024-03-20,164.19,3781,329
4984,13561,2024-06-17,118.98,2424,474
4985,13385,2024-06-16,127.71,3153,140
4986,8994,2024-07-06,269.0,292,147
4987,8129,2024-09-14,341.53,3926,281
4988,3275,2024-07-29,335.88,2416,135
4989,9485,2024-01-26,411.23,3741,300
4990,11632,2024-10-24,27.98,1330,94
4991,12351,2024-09-16,439.81,2107,351
4992,1558,2024-02-19,97.8,2440,228
4993,9946,2024-07-16,377.58,1246,149
4994,7783,2024-04-02,53.64,757,149
4995,11844,2024-07-18,309.26,728,346
4996,6125,2024-06-24,462.72,675,238
4997,11111,2024-04-23,379.6,3097,3
4998,8773,2024-09-03,213.57,3568,32
4999,4329,2024-04-24,424.29,234,451
5000,7831,2024-05-29,184.91,98,36
5001,146,2024-09-20,468.88,1858,342
5002,7452,2024-02-24,117.26,3805,50
5003,3071,2024-10-16,211.54,2246,273
5004,12726,2024-10-06,39.06,423,258
5005,5586,2024-04-17,476.07,1615,298
5006,4072,2024-06-10,403.7,2809,355
5007,7966,2024-06-18,487.39,1657,481
5008,5809,2024-02-19,484.48,450,357
5009,10914,2024-08-15,173.98,3298,205
5010,11057,2024-01-16,184.68,967,209
5011,1790,2024-07-30,5.53,2613,344
5012,11515,2024-10-25,207.27,2308,215
5013,10328,2024-07-07,338.19,214,259
5014,8720,2024-04-09,58.6,3968,262
5015,4085,2024-11-28,157.82,284,487
5016,6484,2024-05-25,155.24,2853,68
5017,4523,2024-10-31,175.47,463,484
5018,12378,2024-06-24,135.01,3144,440
5019,7389,2024-03-21,296.24,1399,394
5020,9697,2024-04-03,117.64,2315,28
5021,377,2024-03-17,220.96,1634,292
5022,4655,2024-01-02,274.37,2331,109
5023,6231,2024-12-14,53.25,3319,218
5024,7653,2024-03-22,30.05,861,392
5025,3754,2024-01-21,260.92,3481,131
5026,10450,2024-11-29,332.76,628,71
5027,7478,2024-04-18,191.78,3274,311
5028,8078,2024-10-21,224.89,339,449
5029,12648,2024-05-23,269.24,2865,312
5030,12220,2024-06-30,150.53,2444,247
5031,289,2024-01-23,34.1,3886,31
5032,5222,2024-12-06,276.14,1273,239
5033,13139,2024-02-21,229.78,3274,375
5034,8553,2024-12-07,245.5,2820,69
5035,4968,2024-07-04,345.51,1655,148
5036,10868,2024-03-21,477.67,3916,305
5037,14669,2024-09-04,448.13,1440,354
5038,861,2024-06-24,400.62,2317,317
5039,9872,2024-05-02,74.79,3137,385
5040,4056,2024-03-30,345.74,942,343
5041,11322,2024-10-06,418.42,513,461
5042,4337,2024-06-01,462.61,2060,291
5043,6856,2024-02-03,167.59,1225,198
5044,10729,2024-08-18,36.16,1279,223
5045,4603,2024-03-09,469.23,61,246
5046,10633,2024-01-03,430.27,3560,382
5047,7383,2024-02-25,222.16,781,256
5048,9496,2024-04-02,418.82,3469,122
5049,12242,2024-09-06,135.87,189,497
5050,11721,2024-06-24,261.57,2293,357
5051,11853,2024-10-10,201.74,2470,49
5052,7045,2024-03-31,414.39,3612,389
5053,8271,2024-01-11,63.15,751,24
5054,11899,2024-06-21,288.72,3467,326
5055,2929,2024-11-04,328.23,3606,103
5056,12450,2024-01-21,31.8,1279,26
5057,9863,2024-03-05,275.59,1101,180
5058,11482,2024-01-12,89.08,3531,255
5059,10502,2024-11-22,322.63,452,236
5060,5628,2024-07-04,399.84,709,322
5061,14472,2024-02-06,393.6,2613,384
5062,9220,2024-09-16,25.09,1148,1
5063,14684,2024-05-05,72.95,1784,140
5064,7294,2024-04-14,404.0,3701,304
5065,12646,2024-07-27,315.47,1776,403
5066,11795,2024-09-25,167.38,3930,174
5067,7467,2024-07-16,446.21,373,95
5068,8267,2024-12-02,357.82,3926,103
5069,832,2024-09-09,174.6,709,326
5070,7041,2024-04-11,439.8,329,194
5071,10461,2024-10-28,347.82,350,133
5072,10436,2024-06-10,399.63,1520,418
5073,1600,2024-09-02,233.15,3292,357
5074,6669,2024-12-14,268.44,564,296
5075,4538,2024-05-13,199.64,3462,480
5076,4381,2024-08-28,393.76,3516,252
5077,1221,2024-04-07,384.74,887,153
5078,3932,2024-10-20,84.16,184,374
5079,1904,2024-08-31,100.64,3423,289
5080,10053,2024-03-09,422.84,3895,367
5081,11663,2024-08-11,358.47,2324,418
5082,13450,2024-11-03,42.44,2051,435
5083,2503,2024-05-07,471.32,3700,453
5084,12459,2024-05-28,483.68,176,92
5085,5699,2024-02-08,482.38,667,103
5086,8683,2024-04-20,30.66,2034,498
5087,11544,2024-08-04,460.65,1956,124
5088,3044,2024-04-28,135.13,477,277
5089,7765,2024-12-17,49.0,1355,324
5090,10947,2024-02-03,205.81,454,168
5091,14454,2024-01-10,299.68,2572,489
5092,9412,2024-08-19,251.59,2222,397
5093,7013,2024-04-10,234.28,2149,204
5094,10820,2024-12-14,394.71,2280,26
5095,10725,2024-06-20,169.92,2724,410
5096,792,2024-08-13,390.31,1688,15
5097,9784,2024-01-22,107.74,3122,153
5098,2597,2024-06-06,468.33,169,9
5099,8594,2024-09-21,314.99,2817,4
5100,6149,2024-11-03,444.36,2320,6
5101,3381,2024-02-03,411.62,704,219
5102,10639,2024-08-12,265.78,86,285
5103,10600,2024-05-12,19.41,3234,114
5104,7858,2024-08-18,312.19,855,365
5105,9647,2024-03-29,124.05,1884,302
5106,2356,2024-06-09,107.25,996,451
5107,11369,2024-06-19,433.25,505,491
5108,2216,2024-03-04,193.33,3957,432
5109,5209,2024-11-19,228.31,3436,420
5110,13673,2024-05-09,79.5,2281,315
5111,5006,2024-03-26,443.29,3820,188
5112,2342,2024-03-19,478.38,2380,203
5113,3378,2024-03-21,58.86,548,394
5114,11658,2024-04-10,262.27,3890,233
5115,9893,2024-08-15,130.04,739,265
5116,13143,2024-12-22,463.02,3152,449
5117,1038,2024-09-22,266.99,933,358
5118,6475,2024-01-28,497.5,426,486
5119,4186,2024-09-03,235.87,3350,96
5120,11065,2024-10-12,263.28,1816,5
5121,8202,2024-06-28,149.99,341,405
5122,13592,2024-12-26,441.67,890,256
5123,10636,2024-10-30,194.93,376,238
5124,6669,2024-09-29,122.59,75,36
5125,161,2024-09-20,206.91,2503,315
5126,9189,2024-03-14,287.21,2219,100
5127,10297,2024-11-07,24.32,2475,385
5128,5999,2024-05-25,354.66,966,403
5129,4961,2024-04-08,437.14,3137,101
5130,8294,2024-11-27,438.27,1397,308
5131,2226,2024-08-09,316.52,2403,198
5132,2344,2024-09-09,413.0,1558,371
5133,10248,2024-02-25,126.61,1622,89
5134,3986,2024-01-30,391.69,1730,73
5135,988,2024-06-06,464.59,3708,18
5136,1561,2024-12-26,120.29,140,466
5137,13436,2024-09-09,312.79,1603,61
5138,12704,2024-02-11,93.76,2280,424
5139,5068,2024-07-15,200.19,369,345
5140,3516,2024-11-09,169.9,919,334
5141,7949,2024-04-23,412.85,193,245
5142,7093,2024-12-01,405.17,1589,53
5143,7176,2024-01-31,492.0,1049,47
5144,1938,2024-01-24,58.07,2236,184
5145,14210,2024-07-29,310.94,1156,68
5146,3559,2024-05-19,444.62,663,106
5147,5446,2024-11-01,315.52,3654,148
5148,7009,2024-11-25,163.65,1886,394
5149,9361,2024-08-13,173.8,2365,448
5150,6019,2024-05-04,215.08,2985,346
5151,7252,2024-07-24,437.09,1656,427
5152,12039,2024-04-28,264.02,503,108
5153,6382,2024-05-06,427.52,3085,410
5154,7024,2024-11-06,294.41,3955,362
5155,13750,2024-11-09,291.07,618,455
5156,14815,2024-01-20,353.64,3190,486
5157,1830,2024-05-27,310.57,3948,36
5158,9719,2024-07-21,254.91,691,133
5159,756,2024-01-24,79.56,3186,146
5160,344,2024-07-24,394.13,1154,407
5161,2975,2024-11-29,260.08,611,354
5162,4009,2024-04-17,150.23,2315,385
5163,11262,2024-01-14,165.55,620,28
5164,1579,2024-09-30,497.25,1021,437
5165,252,2024-04-18,9.48,3036,114
5166,3666,2024-07-04,451.12,3132,131
5167,12664,2024-11-12,363.4,97,483
5168,14798,2024-11-25,350.27,302,49
5169,6945,2024-05-20,198.38,670,462
5170,2585,2024-06-26,162.45,2905,184
5171,2377,2024-04-06,375.5,2080,287
5172,12909,2024-10-02,12.79,3557,12
5173,12984,2024-05-24,45.27,1973,468
5174,7176,2024-02-16,317.07,1133,493
5175,12431,2024-09-22,119.82,77,91
5176,14418,2024-10-14,375.62,1689,325
5177,1517,2024-11-08,159.43,2459,459
5178,2527,2024-04-24,395.4,2948,321
5179,650,2024-04-26,217.84,2774,36
5180,6004,2024-10-23,433.18,2806,38
5181,3240,2024-06-12,271.61,3942,266
5182,12779,2024-01-11,327.76,2931,347
5183,10780,2024-10-29,485.08,2254,104
5184,7479,2024-02-27,190.71,3815,211
5185,12350,2024-07-31,161.03,1197,255
5186,1521,2024-07-25,213.39,31,300
5187,1276,2024-09-13,494.56,234,22
5188,12421,2024-04-28,208.17,2293,1
5189,9472,2024-08-03,381.23,1598,338
5190,1550,2024-05-25,269.54,1703,121
5191,3991,2024-12-20,211.49,477,478
5192,14711,2024-12-12,242.79,1871,129
5193,6069,2024-12-02,355.33,312,454
5194,2019,2024-01-11,306.28,2291,275
5195,11871,2024-06-27,298.91,1127,313
5196,12863,2024-05-27,342.23,2602,120
5197,3527,2024-08-26,418.09,3309,216
5198,7381,2024-04-15,266.87,2979,463
5199,4195,2024-01-23,167.79,2170,348
5200,13501,2024-11-25,239.59,597,118
5201,13204,2024-08-23,188.91,22,8
5202,4830,2024-05-08,231.55,2805,188
5203,4085,2024-01-09,386.69,551,114
5204,14305,2024-02-06,214.21,2010,166
5205,8541,2024-02-21,450.46,3566,261
5206,10860,2024-08-12,60.61,2114,373
5207,6028,2024-06-21,116.28,111,414
5208,8765,2024-11-16,466.67,555,350
5209,1235,2024-03-21,205.29,1309,495
5210,13961,2024-01-12,55.25,1896,65
5211,13052,2024-08-19,476.24,3088,59
5212,7236,2024-04-13,178.7,829,366
5213,929,2024-11-01,148.42,2825,425
5214,3923,2024-10-24,160.31,985,377
5215,14737,2024-11-14,148.45,292,378
5216,2276,2024-10-24,136.07,2879,273
5217,12430,2024-06-26,257.06,2411,462
5218,5056,2024-07-09,433.91,3274,171
5219,1435,2024-08-16,207.82,1428,168
5220,12205,2024-06-06,387.32,3133,33
5221,10323,2024-05-05,47.65,441,490
5222,14032,2024-07-27,343.42,972,338
5223,4345,2024-01-14,496.42,3636,359
5224,1857,2024-01-01,250.33,2649,350
5225,6845,2024-09-30,232.82,2912,265
5226,5212,2024-08-15,163.65,2265,291
5227,9157,2024-09-07,352.98,132,61
5228,6676,2024-11-09,316.45,3248,50
5229,7076,2024-03-04,172.07,1883,217
5230,2555,2024-04-22,264.83,3953,148
5231,6630,2024-10-24,383.66,3993,418
5232,4128,2024-08-12,197.76,3209,404
5233,29,2024-09-28,245.9,1466,165
5234,11970,2024-08-01,385.8,1108,405
5235,10412,2024-05-08,131.1,209,420
5236,7738,2024-01-08,449.28,3513,365
5237,13852,2024-11-19,83.23,3797,289
5238,13961,2024-04-20,325.22,2494,472
5239,2932,2024-08-12,314.04,1265,126
5240,9737,2024-04-27,335.6,3063,269
5241,845,2024-01-28,277.0,3431,321
5242,8530,2024-12-21,499.77,2872,322
5243,14786,2024-12-03,354.76,68,231
5244,14946,2024-09-15,320.83,860,103
5245,10010,2024-08-26,130.73,1868,399
5246,13724,2024-10-02,364.9,192,147
5247,13302,2024-04-04,430.64,2473,200
5248,13476,2024-08-07,356.92,2084,31
5249,3064,2024-07-13,280.63,2492,54
5250,9240,2024-07-05,253.06,2460,273
5251,947,2024-08-31,190.51,3805,152
5252,3334,2024-03-10,203.33,2321,458
5253,6003,2024-02-07,261.62,988,142
5254,6908,2024-08-01,137.73,1293,221
5255,8680,2024-09-16,493.73,1514,427
5256,2281,2024-12-25,479.69,928,270
5257,2978,2024-10-28,224.81,2396,287
5258,4366,2024-06-11,314.11,456,148
5259,7579,2024-01-16,399.62,802,46
5260,4970,2024-01-11,8.41,908,288
5261,5533,2024-03-08,122.51,3604,42
5262,9767,2024-01-17,466.12,1418,300
5263,7774,2024-10-28,187.21,2809,111
5264,10955,2024-12-01,168.44,3839,260
5265,8451,2024-01-30,212.7,2434,309
5266,8801,2024-12-17,429.68,2761,74
5267,11221,2024-10-23,241.0,3451,23
5268,2344,2024-01-22,161.91,3812,126
5269,5852,2024-12-28,375.27,32,204
